id,golden,label,confidence,url
9183,FALSE,Neutral,1,http://farm1.static.flickr.com/33/37660148_b986f648a3.jpg
9184,FALSE,Positive,1,http://farm2.static.flickr.com/1118/763511103_4e7e97501d.jpg
9185,FALSE,Negative,0.3368,http://farm3.static.flickr.com/2347/2269674112_f12a5ce1e2.jpg
9186,FALSE,Positive,1,http://farm1.static.flickr.com/47/144923191_1430f44180.jpg
9187,FALSE,Neutral,0.3388,http://farm2.static.flickr.com/1394/1237132818_b5b0ced5b0.jpg
9188,FALSE,Positive,0.6678,http://farm1.static.flickr.com/1/902774_6e7e522ac3.jpg
9189,FALSE,Positive,0.6747,http://farm2.static.flickr.com/1201/554259253_443a99afb8.jpg
9190,FALSE,Positive,1,http://farm2.static.flickr.com/1081/1237883234_710f3df763.jpg
9191,FALSE,Positive,0.665,http://farm4.static.flickr.com/3212/2389754119_5d2512f2ba.jpg
9192,FALSE,Negative,0.3425,http://farm3.static.flickr.com/2060/2196754258_f0412ed434.jpg
9193,FALSE,Neutral,0.3386,http://farm1.static.flickr.com/14/16779223_3614d9cfea.jpg
9194,FALSE,Neutral,1,http://farm3.static.flickr.com/2046/2250289548_4f60d5d144.jpg
9195,FALSE,Positive,0.6669,http://farm3.static.flickr.com/2288/2081505844_63dbe74731.jpg
9196,FALSE,Neutral,1,http://farm3.static.flickr.com/2155/2463386881_fc9e4949d1.jpg
9197,FALSE,Positive,1,http://farm1.static.flickr.com/37/114203385_94894048f2.jpg
9198,FALSE,Positive,1,http://farm3.static.flickr.com/2094/2301307294_ab05e86fd0.jpg
9199,FALSE,Positive,0.3393,http://farm4.static.flickr.com/3173/2365821887_040a0efacb.jpg
9200,FALSE,Negative,1,http://farm4.static.flickr.com/3176/2405424638_5905810c62.jpg
9201,FALSE,Positive,1,http://farm1.static.flickr.com/47/165289661_e18a4dfdc8.jpg
9202,FALSE,Positive,0.6774,http://farm1.static.flickr.com/150/343711077_ed3e340a4d.jpg
9203,FALSE,Positive,0.6722,http://farm3.static.flickr.com/2242/2236964622_2a93753611.jpg
9204,FALSE,Negative,0.3358,http://farm1.static.flickr.com/24/38899252_1eeae6d858.jpg
9205,FALSE,Neutral,0.3406,http://farm1.static.flickr.com/25/59908588_f0b6390775.jpg
9206,FALSE,Negative,1,http://farm1.static.flickr.com/19/100380500_6731eac495.jpg
9207,FALSE,Negative,1,http://farm1.static.flickr.com/32/43763900_33de323f82.jpg
9208,FALSE,Positive,0.6645,http://farm3.static.flickr.com/2044/2282144759_b42638c599.jpg
9209,FALSE,Positive,0.6764,http://farm1.static.flickr.com/176/376188242_25dea64b40.jpg
9210,FALSE,Positive,0.6702,http://farm4.static.flickr.com/3235/2332048769_8de7a860d2.jpg
9211,FALSE,Positive,0.6652,http://farm1.static.flickr.com/125/369096487_fc4a64758d.jpg
9212,FALSE,Neutral,1,http://farm4.static.flickr.com/3194/2632573096_85a54f391d.jpg
9213,FALSE,Negative,0.6621,http://farm1.static.flickr.com/32/39517437_8f663da101.jpg
9214,FALSE,Negative,1,http://farm3.static.flickr.com/2290/2162653769_38f8f00683.jpg
9215,FALSE,Negative,0.6596,http://farm3.static.flickr.com/2355/2282772953_86ed5f6be1.jpg
9216,FALSE,Positive,1,http://farm3.static.flickr.com/2273/2053767476_8839c6b18e.jpg
9217,FALSE,Neutral,1,http://farm3.static.flickr.com/2112/2224073271_7f11fdb6e4.jpg
9218,FALSE,Neutral,0.3337,http://farm2.static.flickr.com/1120/1424695092_3388b3486e.jpg
9219,FALSE,Positive,0.6706,http://farm2.static.flickr.com/1321/1465386221_dff212daaa.jpg
9220,FALSE,Neutral,0.6703,http://farm1.static.flickr.com/90/223327585_782406aa7e.jpg
9221,FALSE,Neutral,0.3358,http://farm2.static.flickr.com/1158/879119527_9cb0047af0.jpg
9222,FALSE,Negative,0.3377,http://farm4.static.flickr.com/3105/2685459056_6e05e8848e.jpg
9223,FALSE,Positive,0.657,http://farm2.static.flickr.com/1190/1371166893_6b982b2aa4.jpg
9224,FALSE,Neutral,0.6698,http://farm4.static.flickr.com/3293/2416969867_2638a4f097.jpg
9225,FALSE,Neutral,1,http://farm1.static.flickr.com/111/299654827_a6886c17ec.jpg
9226,FALSE,Neutral,1,http://farm2.static.flickr.com/1125/845365118_e09aa44296.jpg
9227,FALSE,Neutral,1,http://farm1.static.flickr.com/209/494313605_2bc6a2d404.jpg
9228,FALSE,Positive,1,http://farm3.static.flickr.com/2025/2055199984_0239adf97f.jpg
9229,FALSE,Neutral,0.6611,http://farm2.static.flickr.com/1036/1129302903_0174d0eec2.jpg
9230,FALSE,Positive,0.6697,http://farm4.static.flickr.com/3088/2548283037_715c3f739e.jpg
9231,FALSE,Positive,0.6701,http://farm4.static.flickr.com/3078/2461194848_54cf73aa67.jpg
9232,FALSE,Positive,1,http://farm2.static.flickr.com/1308/649772835_6d57d6799f.jpg
9233,FALSE,Positive,1,http://farm4.static.flickr.com/3221/2310859541_6838253019.jpg
9234,FALSE,Positive,1,http://farm4.static.flickr.com/3113/2570636370_36a907ab3c.jpg
9235,FALSE,Neutral,0.6646,http://farm1.static.flickr.com/106/317001429_bc3ccb9b52.jpg
9236,FALSE,Negative,0.6648,http://farm2.static.flickr.com/1229/872646542_14f33f8cb5.jpg
9237,FALSE,Positive,0.6685,http://farm1.static.flickr.com/186/383707581_f051e2f35d.jpg
9238,FALSE,Neutral,1,http://farm3.static.flickr.com/2263/2284943642_24127d8178.jpg
9239,FALSE,Positive,1,http://farm3.static.flickr.com/2063/2125492045_8061366cdc.jpg
9240,FALSE,Negative,1,http://farm3.static.flickr.com/2207/2214648421_b651039011.jpg
9241,FALSE,Positive,1,http://farm1.static.flickr.com/232/470337687_e2a189e09f.jpg
9242,FALSE,Neutral,1,http://farm3.static.flickr.com/2315/1763814423_558ec347c1.jpg
9243,FALSE,Highly positive,0.3462,http://farm1.static.flickr.com/82/223176319_41677c958d.jpg
9244,FALSE,Positive,1,http://farm2.static.flickr.com/1135/1129302859_8ab5e84cde.jpg
9245,FALSE,Neutral,0.6679,http://farm1.static.flickr.com/11/12235528_207a211b6a.jpg
9246,FALSE,Positive,0.6626,http://farm1.static.flickr.com/129/370034168_c408466da6.jpg
9247,FALSE,Neutral,1,http://farm2.static.flickr.com/1400/1489881096_398107a1f5.jpg
9248,FALSE,Neutral,0.6668,http://farm3.static.flickr.com/2039/2418971148_6edd2840fa.jpg
9249,FALSE,Positive,0.6678,http://farm1.static.flickr.com/48/162691568_61788c7d90.jpg
9250,FALSE,Neutral,0.664,http://farm4.static.flickr.com/3157/2708178309_c515b62efe.jpg
9251,FALSE,Neutral,1,http://farm1.static.flickr.com/48/146426553_9b6009d13c.jpg
9252,FALSE,Positive,0.667,http://farm3.static.flickr.com/2175/1968968316_7019cd5db6.jpg
9253,FALSE,Positive,0.6665,http://farm1.static.flickr.com/158/363831490_538ed9b452.jpg
9254,FALSE,Positive,1,http://farm4.static.flickr.com/3149/2571301913_7116d20578.jpg
9255,FALSE,Negative,0.6765,http://farm3.static.flickr.com/2031/2425095916_5ce0a27c72.jpg
9256,FALSE,Positive,1,http://farm3.static.flickr.com/2119/2071502312_0fa84bb869.jpg
9257,FALSE,Negative,0.6685,http://farm1.static.flickr.com/30/39372570_749f9b18eb.jpg
9258,FALSE,Positive,1,http://farm4.static.flickr.com/3183/2474129197_67c496e980.jpg
9259,FALSE,Negative,0.6662,http://farm1.static.flickr.com/186/432818132_341a24cee4.jpg
9260,FALSE,Positive,0.6625,http://farm1.static.flickr.com/40/124696660_533a78faea.jpg
9261,FALSE,Positive,1,http://farm2.static.flickr.com/1146/1385188435_1a064685c9.jpg
9262,FALSE,Positive,1,http://farm1.static.flickr.com/67/228700275_9af1078201.jpg
9263,FALSE,Neutral,0.6652,http://farm1.static.flickr.com/39/111582975_63b9a8d09d.jpg
9264,FALSE,Positive,1,http://farm1.static.flickr.com/95/274391863_5fd8da07bd.jpg
9265,FALSE,Negative,0.337,http://farm1.static.flickr.com/211/443938959_2e63f3e058.jpg
9266,FALSE,Positive,1,http://farm1.static.flickr.com/27/101784702_a1c3a835c2.jpg
9267,FALSE,Positive,1,http://farm4.static.flickr.com/3149/2675269674_3dea28ccec.jpg
9268,FALSE,Positive,1,http://farm4.static.flickr.com/3196/2509969238_447a9ae885.jpg
9269,FALSE,Negative,0.6657,http://farm4.static.flickr.com/3226/2350113833_19a3a04457.jpg
9270,FALSE,Positive,0.6717,http://farm1.static.flickr.com/87/250105894_29601d252b.jpg
9271,FALSE,Positive,0.6645,http://farm1.static.flickr.com/81/208581750_bb3f4dd297.jpg
9272,FALSE,Negative,0.6621,http://farm4.static.flickr.com/3087/2470219045_4258c02bed.jpg
9273,FALSE,Positive,1,http://farm3.static.flickr.com/2304/2371095251_caa929b84f.jpg
9274,FALSE,Positive,0.6722,http://farm4.static.flickr.com/3073/2447659724_daa1865daf.jpg
9275,FALSE,Positive,0.66,http://farm2.static.flickr.com/1242/1173345906_89b293ce77.jpg
9276,FALSE,Positive,0.6636,http://farm1.static.flickr.com/35/111172503_8b144c079c.jpg
9277,FALSE,Positive,0.6737,http://farm4.static.flickr.com/3046/2286278571_4ba6a58c1a.jpg
9278,FALSE,Positive,0.6623,http://farm3.static.flickr.com/2414/2075408546_7a1c59a079.jpg
9279,FALSE,Negative,0.3384,http://farm3.static.flickr.com/2351/1923836317_43e8b9379c.jpg
9280,FALSE,Positive,0.3414,http://farm3.static.flickr.com/2273/2425631036_709f76f115.jpg
9281,FALSE,Positive,0.3353,http://farm1.static.flickr.com/190/494704406_efd54bef81.jpg
9282,FALSE,Positive,1,http://farm1.static.flickr.com/160/425656664_1bb8d7f934.jpg
9283,FALSE,Positive,0.6646,http://farm1.static.flickr.com/160/357447257_395c14ae9c.jpg
9284,FALSE,Positive,0.6734,http://farm3.static.flickr.com/2158/2276680768_d3a4164c7f.jpg
9285,FALSE,Neutral,0.334,http://farm1.static.flickr.com/127/367431267_e799260f2e.jpg
9286,FALSE,Neutral,1,http://farm1.static.flickr.com/191/520785351_0200fd4cc8.jpg
9287,FALSE,Neutral,1,http://farm3.static.flickr.com/2095/1640089355_337cca5c80.jpg
9288,FALSE,Negative,1,http://farm3.static.flickr.com/2309/2412626543_9bdb3b726c.jpg
9289,FALSE,Positive,0.6643,http://farm4.static.flickr.com/3170/2656474058_b2e5a5e809.jpg
9290,FALSE,Positive,0.6743,http://farm1.static.flickr.com/73/183914133_47c97063e6.jpg
9291,FALSE,Positive,0.6747,http://farm2.static.flickr.com/1208/661862622_96bbb158d0.jpg
9292,FALSE,Neutral,0.6734,http://farm1.static.flickr.com/154/384154928_5b2fa9669f.jpg
9293,FALSE,Positive,1,http://farm2.static.flickr.com/1155/1327079233_a0e2b122f7.jpg
9294,FALSE,Neutral,1,http://farm3.static.flickr.com/2356/2356841783_8f7a0bc2c6.jpg
9295,FALSE,Negative,0.6663,http://farm1.static.flickr.com/169/412944701_4d28b56ae6.jpg
9296,FALSE,Positive,0.6644,http://farm1.static.flickr.com/6/9365682_31e0d36b42.jpg
9297,FALSE,Positive,1,http://farm4.static.flickr.com/3007/2357681520_eb82729f28.jpg
9298,FALSE,Negative,0.6574,http://farm3.static.flickr.com/2156/2056956669_a3b7546560.jpg
9299,FALSE,Negative,0.6618,http://farm2.static.flickr.com/1331/660950338_5692d199bb.jpg
9300,FALSE,Neutral,0.6675,http://farm1.static.flickr.com/219/471374446_b32e3647a0.jpg
9301,FALSE,Positive,0.6663,http://farm2.static.flickr.com/1383/853844608_f19bdcff19.jpg
9302,FALSE,Neutral,0.3434,http://farm1.static.flickr.com/183/365063940_e56a5ac447.jpg
9303,FALSE,Positive,1,http://farm3.static.flickr.com/2027/2385232912_52644496e8.jpg
9304,FALSE,Positive,0.6725,http://farm1.static.flickr.com/118/264065686_845a50ff55.jpg
9305,FALSE,Neutral,0.6668,http://farm1.static.flickr.com/238/517795919_c95928998b.jpg
9306,FALSE,Positive,1,http://farm3.static.flickr.com/2284/2462773944_e851bcd980.jpg
9307,FALSE,Neutral,1,http://farm1.static.flickr.com/113/312810005_dc2095d37d.jpg
9308,FALSE,Positive,0.3358,http://farm1.static.flickr.com/52/120774218_353f4e7a76.jpg
9309,FALSE,Positive,0.676,http://farm1.static.flickr.com/27/46656582_ea53e23de0.jpg
9310,FALSE,Highly positive,0.6721,http://farm4.static.flickr.com/3237/2369612211_69d47b171d.jpg
9311,FALSE,Positive,1,http://farm3.static.flickr.com/2065/2113985127_52ab901fd4.jpg
9312,FALSE,Neutral,0.6601,http://farm2.static.flickr.com/1182/670938607_5d2b125ab5.jpg
9313,FALSE,Positive,0.6592,http://farm1.static.flickr.com/65/178074518_4509ae15f2.jpg
9314,FALSE,Neutral,1,http://farm3.static.flickr.com/2395/2192827998_249f1251d1.jpg
9315,FALSE,Neutral,1,http://farm1.static.flickr.com/170/447239398_4a5b089ca2.jpg
9316,FALSE,Positive,1,http://farm1.static.flickr.com/17/92991172_3d195a58f1.jpg
9317,FALSE,Neutral,1,http://farm2.static.flickr.com/1379/1337225873_4aa73a37a3.jpg
9318,FALSE,Neutral,0.6653,http://farm1.static.flickr.com/106/394115517_e45948c710.jpg
9319,FALSE,Positive,1,http://farm2.static.flickr.com/1310/1183968601_77bb7077ee.jpg
9320,FALSE,Neutral,1,http://farm1.static.flickr.com/184/386831219_9736f807db.jpg
9321,FALSE,Positive,1,http://farm3.static.flickr.com/2331/2229412665_57304e9e48.jpg
9322,FALSE,Positive,1,http://farm1.static.flickr.com/146/432880542_6e38b929e4.jpg
9323,FALSE,Positive,1,http://farm1.static.flickr.com/81/218196084_f12040186d.jpg
9324,FALSE,Negative,0.6676,http://farm1.static.flickr.com/222/478060090_81f27d5d0e.jpg
9325,FALSE,Positive,0.6763,http://farm2.static.flickr.com/1157/991971859_17640df793.jpg
9326,FALSE,Positive,0.6677,http://farm1.static.flickr.com/161/352735464_59ef8ffb30.jpg
9327,FALSE,Positive,0.6685,http://farm4.static.flickr.com/3241/2741229416_e303046a5d.jpg
9328,FALSE,Highly positive,0.6624,http://farm3.static.flickr.com/2308/2180102527_1fd1349aa0.jpg
9329,FALSE,Positive,1,http://farm1.static.flickr.com/20/69585424_ac51c2602a.jpg
9330,FALSE,Positive,0.6683,http://farm3.static.flickr.com/2371/2153299172_b5cf87e564.jpg
9331,FALSE,Positive,0.665,http://farm1.static.flickr.com/128/353799962_4614baf0d2.jpg
9332,FALSE,Positive,1,http://farm1.static.flickr.com/71/353797441_deda012e1d.jpg
9333,FALSE,Positive,1,http://farm3.static.flickr.com/2364/2137118212_86833c8cd1.jpg
9334,FALSE,Positive,1,http://farm1.static.flickr.com/9/14093765_435a29886b.jpg
9335,FALSE,Neutral,1,http://farm1.static.flickr.com/66/223519686_6a4c5e5fd3.jpg
9336,FALSE,Negative,0.6618,http://farm4.static.flickr.com/3157/2721804235_151e131b3a.jpg
9337,FALSE,Positive,0.659,http://farm3.static.flickr.com/2273/2264269924_508de9d517.jpg
9338,FALSE,Positive,1,http://farm3.static.flickr.com/2085/2229265624_fc317e40d2.jpg
9339,FALSE,Positive,1,http://farm1.static.flickr.com/136/353794780_d27a766027.jpg
9340,FALSE,Neutral,1,http://farm1.static.flickr.com/97/248820881_1a75eb141a.jpg
9341,FALSE,Positive,0.6637,http://farm1.static.flickr.com/65/200965044_c97e3b35b9.jpg
9342,FALSE,Neutral,1,http://farm1.static.flickr.com/88/220785907_b586b6c556.jpg
9343,FALSE,Positive,0.6713,http://farm1.static.flickr.com/40/106662218_ef0d278fb2.jpg
9344,FALSE,Neutral,1,http://farm2.static.flickr.com/1170/1443657872_84e681b171.jpg
9345,FALSE,Positive,0.6669,http://farm1.static.flickr.com/129/319587793_82918a3149.jpg
9346,FALSE,Positive,1,http://farm1.static.flickr.com/142/353791268_afd8edd90b.jpg
9347,FALSE,Neutral,1,http://farm1.static.flickr.com/74/214336447_e7bdff569c.jpg
9348,FALSE,Positive,0.6757,http://farm3.static.flickr.com/2145/2302814117_99edee03e4.jpg
9349,FALSE,Negative,0.3361,http://farm1.static.flickr.com/163/347805063_14c7db526f.jpg
9350,FALSE,Positive,0.6693,http://farm1.static.flickr.com/100/299141392_79b965276b.jpg
9351,FALSE,Positive,1,http://farm4.static.flickr.com/3173/2551225476_9ece6bb5a0.jpg
9352,FALSE,Positive,0.6644,http://farm3.static.flickr.com/2060/1865482908_20b890274b.jpg
9353,FALSE,Positive,1,http://farm1.static.flickr.com/105/316194253_268e1a3788.jpg
9354,FALSE,Positive,1,http://farm1.static.flickr.com/226/466316629_b179296d01.jpg
9355,FALSE,Positive,0.6785,http://farm1.static.flickr.com/93/278307540_0fbad575c1.jpg
9356,FALSE,Negative,0.6651,http://farm3.static.flickr.com/2017/2313972848_cfd6e8d85d.jpg
9357,FALSE,Neutral,1,http://farm3.static.flickr.com/2117/2110191593_0a476dabc1.jpg
9358,FALSE,Positive,0.6674,http://farm1.static.flickr.com/188/475001599_8cc1f9fa4c.jpg
9359,FALSE,Positive,0.6692,http://farm3.static.flickr.com/2176/2149745674_abb35ceb30.jpg
9360,FALSE,Neutral,1,http://farm1.static.flickr.com/129/390677230_b518136d11.jpg
9361,FALSE,Positive,0.6642,http://farm3.static.flickr.com/2053/2242491806_dce343aa68.jpg
9362,FALSE,Positive,0.6647,http://farm2.static.flickr.com/1305/1243333807_4e0a02b5db.jpg
9363,FALSE,Negative,0.6746,http://farm1.static.flickr.com/81/223050853_c4d19d56a5.jpg
9364,FALSE,Positive,1,http://farm3.static.flickr.com/2053/2076126631_9b3ffcd548.jpg
9365,FALSE,Positive,1,http://farm4.static.flickr.com/3295/2599406104_e95a64ba02.jpg
9366,FALSE,Neutral,1,http://farm3.static.flickr.com/2086/2290411125_c8acb56255.jpg
9367,FALSE,Positive,0.6647,http://farm2.static.flickr.com/1349/913523634_fcdddb983b.jpg
9368,FALSE,Neutral,0.666,http://farm1.static.flickr.com/168/448106512_9354b82ab6.jpg
9369,FALSE,Neutral,0.6594,http://farm3.static.flickr.com/2407/2290368247_b205c12589.jpg
9370,FALSE,Highly negative,0.6722,http://farm1.static.flickr.com/35/200565268_d6226d128c.jpg
9371,FALSE,Negative,0.339,http://farm3.static.flickr.com/2418/1979405014_8fa0e3f8cb.jpg
9372,FALSE,Positive,0.6677,http://farm3.static.flickr.com/2270/1776663963_000bbdd53b.jpg
9373,FALSE,Positive,1,http://farm1.static.flickr.com/115/308143113_e0d6350486.jpg
9374,FALSE,Positive,0.6668,http://farm3.static.flickr.com/2235/2516697316_d94fb4a170.jpg
9375,FALSE,Positive,1,http://farm2.static.flickr.com/1243/1351540085_c6c5daf7d0.jpg
9376,FALSE,Negative,0.6713,http://farm3.static.flickr.com/2216/1816428086_76cbea0eac.jpg
9377,FALSE,Negative,1,http://farm4.static.flickr.com/3170/2690907066_de3bab7c8b.jpg
9378,FALSE,Neutral,1,http://farm1.static.flickr.com/44/180905340_ba06b42648.jpg
9379,FALSE,Highly negative,0.6649,http://farm3.static.flickr.com/2322/1581147202_66ec2fbc08.jpg
9380,FALSE,Neutral,1,http://farm2.static.flickr.com/1281/1241091289_f1537c447b.jpg
9381,FALSE,Negative,1,http://farm3.static.flickr.com/2185/2172692656_4fe5e0cef2.jpg
9382,FALSE,Negative,0.6781,http://farm3.static.flickr.com/2264/2420948713_51b05d80e0.jpg
9383,FALSE,Negative,0.6602,http://farm1.static.flickr.com/143/365125079_49db783e82.jpg
9384,FALSE,Negative,0.6668,http://farm3.static.flickr.com/2127/1492161361_b9931c1597.jpg
9385,FALSE,Negative,0.671,http://farm2.static.flickr.com/1066/525067430_514c9e56a2.jpg
9386,FALSE,Negative,0.6692,http://farm3.static.flickr.com/2026/2172955871_4cc70fc716.jpg
9387,FALSE,Negative,0.6644,http://farm2.static.flickr.com/1017/525067580_20cefb31cc.jpg
9388,FALSE,Negative,0.3391,http://farm4.static.flickr.com/3041/2577959057_154bb7f423.jpg
9389,FALSE,Highly negative,0.677,http://farm4.static.flickr.com/3057/2330231334_04d93ac51d.jpg
9390,FALSE,Negative,0.6578,http://farm3.static.flickr.com/2215/2108639135_30a7b10d63.jpg
9391,FALSE,Negative,0.6732,http://farm3.static.flickr.com/2003/2435215594_bd7b1c4bc8.jpg
9392,FALSE,Neutral,0.6597,http://farm2.static.flickr.com/1149/528383057_93adb9abf0.jpg
9393,FALSE,Negative,0.662,http://farm2.static.flickr.com/1361/1487339648_2743f9e755.jpg
9394,FALSE,Negative,0.6613,http://farm3.static.flickr.com/2113/2073303870_fa359ec175.jpg
9395,FALSE,Positive,1,http://farm1.static.flickr.com/218/493532319_9f5bc41aa5.jpg
9396,FALSE,Positive,1,http://farm1.static.flickr.com/67/214834250_ff26299f74.jpg
9397,FALSE,Positive,0.6612,http://farm1.static.flickr.com/23/26597422_266f6ed0b5.jpg
9398,FALSE,Neutral,0.6655,http://farm1.static.flickr.com/1/2601806_0f10e7f007.jpg
9399,FALSE,Highly negative,0.666,http://farm2.static.flickr.com/1382/698687002_fc6f4ca4db.jpg
9400,FALSE,Neutral,0.6653,http://farm1.static.flickr.com/80/253511187_9783a42c01.jpg
9401,FALSE,Positive,0.6539,http://farm1.static.flickr.com/127/395119169_9145c101dd.jpg
9402,FALSE,Neutral,1,http://farm1.static.flickr.com/177/438919834_ac1349d273.jpg
9403,FALSE,Neutral,1,http://farm2.static.flickr.com/1336/1288619619_02832b806b.jpg
9404,FALSE,Negative,0.6705,http://farm1.static.flickr.com/104/277331329_04f0dbe55b.jpg
9405,FALSE,Positive,1,http://farm3.static.flickr.com/2224/2142655281_596427963d.jpg
9406,FALSE,Negative,1,http://farm1.static.flickr.com/133/375261499_158ef61ee1.jpg
9407,FALSE,Neutral,0.6585,http://farm1.static.flickr.com/35/101788568_a7a6f69018.jpg
9408,FALSE,Negative,0.3427,http://farm1.static.flickr.com/109/266681841_5bb1d7bb98.jpg
9409,FALSE,Positive,0.672,http://farm3.static.flickr.com/2146/1915609187_40e74cba1b.jpg
9410,FALSE,Positive,1,http://farm1.static.flickr.com/32/96455468_0890adc9ae.jpg
9411,FALSE,Neutral,0.6758,http://farm3.static.flickr.com/2206/2510189462_2baa9689aa.jpg
9412,FALSE,Neutral,1,http://farm4.static.flickr.com/3287/2400746935_c0ba63eae6.jpg
9413,FALSE,Negative,0.6601,http://farm3.static.flickr.com/2361/2177688774_5e8e150732.jpg
9414,FALSE,Positive,0.6627,http://farm1.static.flickr.com/161/435935351_b2a04137be.jpg
9415,FALSE,Positive,1,http://farm3.static.flickr.com/2365/1985439271_a6f39792ba.jpg
9416,FALSE,Negative,0.6655,http://farm1.static.flickr.com/219/514007271_9a20afca09.jpg
9417,FALSE,Neutral,1,http://farm1.static.flickr.com/79/232923974_3fdc6e60e9.jpg
9418,FALSE,Positive,0.6691,http://farm2.static.flickr.com/1178/903601588_f6aa303e7a.jpg
9419,FALSE,Highly positive,0.3398,http://farm1.static.flickr.com/75/193057451_730c6876f2.jpg
9420,FALSE,Positive,1,http://farm2.static.flickr.com/1124/1281931982_66f37a04e2.jpg
9421,FALSE,Neutral,1,http://farm1.static.flickr.com/126/379454350_3fe19125f3.jpg
9422,FALSE,Neutral,1,http://farm4.static.flickr.com/3133/2616611442_a7a1c1190b.jpg
9423,FALSE,Positive,0.6633,http://farm3.static.flickr.com/2210/2120749731_57bf68f40c.jpg
9424,FALSE,Positive,1,http://farm2.static.flickr.com/1083/762303509_2f2af6ae6d.jpg
9425,FALSE,Positive,1,http://farm1.static.flickr.com/161/436093094_65a19f7042.jpg
9426,FALSE,Neutral,0.6731,http://farm4.static.flickr.com/3141/2712630221_e8afbfaa61.jpg
9427,FALSE,Neutral,0.6715,http://farm3.static.flickr.com/2046/2237129021_07938e9fe2.jpg
9428,FALSE,Negative,0.6629,http://farm3.static.flickr.com/2270/2345465566_fb9e10c4a5.jpg
9429,FALSE,Neutral,1,http://farm4.static.flickr.com/3043/2285052215_2bab7f1565.jpg
9430,FALSE,Negative,0.6643,http://farm1.static.flickr.com/220/499070984_87d7fdfdc4.jpg
9431,FALSE,Neutral,1,http://farm4.static.flickr.com/3047/2633613667_99db6b574a.jpg
9432,FALSE,Negative,0.671,http://farm4.static.flickr.com/3103/2301308749_95347e9518.jpg
9433,FALSE,Positive,0.6833,http://farm3.static.flickr.com/2386/2305826290_65d37bdab8.jpg
9434,FALSE,Positive,0.6616,http://farm2.static.flickr.com/1278/544651082_e1b8d6dc16.jpg
9435,FALSE,Neutral,0.6581,http://farm3.static.flickr.com/2377/1694600680_7692a85938.jpg
9436,FALSE,Neutral,1,http://farm2.static.flickr.com/1298/1232201672_02e2b3bd58.jpg
9437,FALSE,Neutral,1,http://farm4.static.flickr.com/3197/2592708515_781f730164.jpg
9438,FALSE,Neutral,0.6678,http://farm1.static.flickr.com/228/513893720_5972963c42.jpg
9439,FALSE,Positive,0.6625,http://farm3.static.flickr.com/2402/1907531772_36906d9360.jpg
9440,FALSE,Positive,0.6612,http://farm1.static.flickr.com/117/303559191_47662235f5.jpg
9441,FALSE,Neutral,1,http://farm1.static.flickr.com/164/419108297_8ccd221ec9.jpg
9442,FALSE,Positive,0.6705,http://farm2.static.flickr.com/1337/531595752_a3f9ca644f.jpg
9443,FALSE,Positive,0.6693,http://farm3.static.flickr.com/2153/2085765682_5d95a1d0bd.jpg
9444,FALSE,Negative,0.662,http://farm1.static.flickr.com/115/287803690_6a247c9b8a.jpg
9445,FALSE,Neutral,0.6579,http://farm3.static.flickr.com/2221/2440608879_972bc0877f.jpg
9446,FALSE,Neutral,0.6646,http://farm4.static.flickr.com/3227/2451848023_65caa37d27.jpg
9447,FALSE,Negative,1,http://farm1.static.flickr.com/92/215656505_72e658dd39.jpg
9448,FALSE,Negative,0.3352,http://farm1.static.flickr.com/46/107336691_50bdf9ca92.jpg
9449,FALSE,Negative,1,http://farm2.static.flickr.com/1353/531632332_f89bb3e7cc.jpg
9450,FALSE,Neutral,1,http://farm4.static.flickr.com/3081/2636315256_916cebdbc9.jpg
9451,FALSE,Negative,0.6714,http://farm1.static.flickr.com/118/285949946_d790bf6fee.jpg
9452,FALSE,Negative,0.673,http://farm4.static.flickr.com/3219/2329762705_e9b9f26ba6.jpg
9453,FALSE,Neutral,0.6619,http://farm3.static.flickr.com/2344/2175545901_482a566743.jpg
9454,FALSE,Neutral,0.6773,http://farm3.static.flickr.com/2291/1634312813_d23326b131.jpg
9455,FALSE,Negative,0.3362,http://farm1.static.flickr.com/60/164766017_8db138c3f9.jpg
9456,FALSE,Positive,0.6643,http://farm2.static.flickr.com/1123/533109051_d071978d76.jpg
9457,FALSE,Negative,0.3377,http://farm4.static.flickr.com/3066/2584885189_94a1ec5d23.jpg
9458,FALSE,Neutral,0.6558,http://farm1.static.flickr.com/210/499814197_aa911682ef.jpg
9459,FALSE,Positive,0.6672,http://farm3.static.flickr.com/2282/2220661853_f39ab85baf.jpg
9460,FALSE,Positive,0.6583,http://farm4.static.flickr.com/3145/2479534787_59563c7ce3.jpg
9461,FALSE,Neutral,1,http://farm1.static.flickr.com/140/376812864_afa140f5cf.jpg
9462,FALSE,Neutral,0.6599,http://farm1.static.flickr.com/71/204862063_0440311868.jpg
9463,FALSE,Neutral,0.6635,http://farm1.static.flickr.com/92/276965531_9c80ea5783.jpg
9464,FALSE,Neutral,1,http://farm2.static.flickr.com/1267/589647743_ee1101a65d.jpg
9465,FALSE,Neutral,0.6634,http://farm3.static.flickr.com/2379/2225534613_219acd2e88.jpg
9466,FALSE,Positive,0.6574,http://farm2.static.flickr.com/1228/956199291_5341cb05e9.jpg
9467,FALSE,Negative,1,http://farm1.static.flickr.com/195/492921028_6c0aa1f1db.jpg
9468,FALSE,Negative,1,http://farm4.static.flickr.com/3174/2331987252_bd1fa74e41.jpg
